IDCode,narrative_text
paxi044,n_items: 57; accuracy: 0.1579; avg_rt: 13.8095; var_rt: 517.5915; rt_cv: 1.6475; longest_correct_streak: 3; longest_incorrect_streak: 28; consecutive_correct_rate: 0.0536
fypi681,n_items: 57; accuracy: 0.6842; avg_rt: 16.5122; var_rt: 433.5311; rt_cv: 1.2610; longest_correct_streak: 9; longest_incorrect_streak: 6; consecutive_correct_rate: 0.5357
xopa120,n_items: 57; accuracy: 0.2456; avg_rt: 13.4787; var_rt: 148.6487; rt_cv: 0.9045; longest_correct_streak: 7; longest_incorrect_streak: 36; consecutive_correct_rate: 0.1607
wari483,n_items: 57; accuracy: 0.6491; avg_rt: 23.9239; var_rt: 200.2753; rt_cv: 0.5915; longest_correct_streak: 21; longest_incorrect_streak: 9; consecutive_correct_rate: 0.5536
kegy317,n_items: 57; accuracy: 0.7544; avg_rt: 14.3517; var_rt: 162.9963; rt_cv: 0.8896; longest_correct_streak: 21; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6250
geka905,n_items: 57; accuracy: 0.7544; avg_rt: 22.3058; var_rt: 352.6994; rt_cv: 0.8419; longest_correct_streak: 21; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6071
lore323,n_items: 57; accuracy: 0.3509; avg_rt: 17.1375; var_rt: 116.4565; rt_cv: 0.6297; longest_correct_streak: 5; longest_incorrect_streak: 9; consecutive_correct_rate: 0.1786
vane668,n_items: 57; accuracy: 0.8772; avg_rt: 27.2092; var_rt: 701.0984; rt_cv: 0.9731; longest_correct_streak: 23; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
zuxy510,n_items: 57; accuracy: 0.1053; avg_rt: 14.2525; var_rt: 142.9795; rt_cv: 0.8390; longest_correct_streak: 2; longest_incorrect_streak: 26; consecutive_correct_rate: 0.0357
masu336,n_items: 57; accuracy: 0.7368; avg_rt: 13.0188; var_rt: 81.8462; rt_cv: 0.6949; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6250
xise560,n_items: 57; accuracy: 0.6842; avg_rt: 17.7264; var_rt: 166.5212; rt_cv: 0.7280; longest_correct_streak: 11; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5357
zomi496,n_items: 57; accuracy: 0.5965; avg_rt: 24.9337; var_rt: 704.2238; rt_cv: 1.0643; longest_correct_streak: 6; longest_incorrect_streak: 5; consecutive_correct_rate: 0.3571
lilu285,n_items: 57; accuracy: 0.2456; avg_rt: 26.7956; var_rt: 645.1287; rt_cv: 0.9479; longest_correct_streak: 3; longest_incorrect_streak: 15; consecutive_correct_rate: 0.0714
heqi003,n_items: 57; accuracy: 0.2105; avg_rt: 14.2686; var_rt: 374.2243; rt_cv: 1.3558; longest_correct_streak: 5; longest_incorrect_streak: 30; consecutive_correct_rate: 0.1250
jise415,n_items: 57; accuracy: 0.8772; avg_rt: 11.4525; var_rt: 133.6861; rt_cv: 1.0096; longest_correct_streak: 26; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
vabe169,n_items: 57; accuracy: 0.8772; avg_rt: 15.1255; var_rt: 158.7968; rt_cv: 0.8331; longest_correct_streak: 26; longest_incorrect_streak: 3; consecutive_correct_rate: 0.8036
kofa904,n_items: 57; accuracy: 0.4737; avg_rt: 21.8914; var_rt: 617.6190; rt_cv: 1.1352; longest_correct_streak: 6; longest_incorrect_streak: 8; consecutive_correct_rate: 0.3036
peqo117,n_items: 57; accuracy: 0.1754; avg_rt: 14.4061; var_rt: 134.9661; rt_cv: 0.8064; longest_correct_streak: 4; longest_incorrect_streak: 37; consecutive_correct_rate: 0.0893
gaho243,n_items: 57; accuracy: 0.7368; avg_rt: 21.3642; var_rt: 288.3982; rt_cv: 0.7949; longest_correct_streak: 14; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6071
mude815,n_items: 57; accuracy: 0.3158; avg_rt: 9.6279; var_rt: 69.7931; rt_cv: 0.8677; longest_correct_streak: 4; longest_incorrect_streak: 15; consecutive_correct_rate: 0.1607
raxe285,n_items: 57; accuracy: 0.6491; avg_rt: 11.6769; var_rt: 129.9508; rt_cv: 0.9763; longest_correct_streak: 14; longest_incorrect_streak: 9; consecutive_correct_rate: 0.5714
qami382,n_items: 57; accuracy: 0.8246; avg_rt: 18.8782; var_rt: 325.5957; rt_cv: 0.9558; longest_correct_streak: 15; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6607
bebo956,n_items: 57; accuracy: 0.4561; avg_rt: 21.8920; var_rt: 303.4104; rt_cv: 0.7957; longest_correct_streak: 5; longest_incorrect_streak: 14; consecutive_correct_rate: 0.2857
cofi309,n_items: 57; accuracy: 0.7719; avg_rt: 28.5968; var_rt: 685.5156; rt_cv: 0.9156; longest_correct_streak: 29; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6607
buqe642,n_items: 57; accuracy: 0.8246; avg_rt: 13.7776; var_rt: 166.1230; rt_cv: 0.9355; longest_correct_streak: 15; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
vuzo690,n_items: 57; accuracy: 0.7018; avg_rt: 22.2691; var_rt: 712.2406; rt_cv: 1.1984; longest_correct_streak: 12; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5536
posy958,n_items: 57; accuracy: 0.8070; avg_rt: 15.6584; var_rt: 187.5913; rt_cv: 0.8747; longest_correct_streak: 26; longest_incorrect_streak: 10; consecutive_correct_rate: 0.7857
gaga585,n_items: 57; accuracy: 0.7018; avg_rt: 14.0885; var_rt: 121.7391; rt_cv: 0.7832; longest_correct_streak: 21; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5714
vopa930,n_items: 57; accuracy: 0.7193; avg_rt: 17.2913; var_rt: 235.3678; rt_cv: 0.8872; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5357
xutu412,n_items: 57; accuracy: 0.9474; avg_rt: 15.1925; var_rt: 235.4379; rt_cv: 1.0100; longest_correct_streak: 32; longest_incorrect_streak: 1; consecutive_correct_rate: 0.9107
doxi119,n_items: 57; accuracy: 0.4211; avg_rt: 15.2269; var_rt: 410.2629; rt_cv: 1.3302; longest_correct_streak: 5; longest_incorrect_streak: 9; consecutive_correct_rate: 0.2143
feqy379,n_items: 57; accuracy: 0.7895; avg_rt: 16.2918; var_rt: 154.4757; rt_cv: 0.7629; longest_correct_streak: 20; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6786
xypo299,n_items: 57; accuracy: 0.4211; avg_rt: 20.1119; var_rt: 286.9912; rt_cv: 0.8423; longest_correct_streak: 8; longest_incorrect_streak: 13; consecutive_correct_rate: 0.3036
gahu141,n_items: 57; accuracy: 0.8596; avg_rt: 13.0461; var_rt: 146.7982; rt_cv: 0.9287; longest_correct_streak: 16; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
kyse146,n_items: 57; accuracy: 0.8421; avg_rt: 15.0809; var_rt: 266.6069; rt_cv: 1.0827; longest_correct_streak: 24; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7321
sedi312,n_items: 57; accuracy: 0.7719; avg_rt: 14.7370; var_rt: 154.0170; rt_cv: 0.8421; longest_correct_streak: 17; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6607
nasi298,n_items: 57; accuracy: 0.8772; avg_rt: 16.1142; var_rt: 251.7385; rt_cv: 0.9846; longest_correct_streak: 31; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
naky151,n_items: 57; accuracy: 0.6140; avg_rt: 28.1069; var_rt: 1213.1844; rt_cv: 1.2392; longest_correct_streak: 10; longest_incorrect_streak: 8; consecutive_correct_rate: 0.4464
koqa816,n_items: 57; accuracy: 0.9474; avg_rt: 16.2861; var_rt: 167.6776; rt_cv: 0.7951; longest_correct_streak: 33; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8929
sila763,n_items: 57; accuracy: 0.8246; avg_rt: 16.1412; var_rt: 135.0103; rt_cv: 0.7199; longest_correct_streak: 30; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6964
pody147,n_items: 57; accuracy: 0.8246; avg_rt: 14.1689; var_rt: 208.8079; rt_cv: 1.0198; longest_correct_streak: 33; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7321
voza333,n_items: 57; accuracy: 0.8947; avg_rt: 15.2291; var_rt: 94.2674; rt_cv: 0.6375; longest_correct_streak: 22; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8393
tiro932,n_items: 57; accuracy: 0.7544; avg_rt: 16.5739; var_rt: 232.2550; rt_cv: 0.9195; longest_correct_streak: 15; longest_incorrect_streak: 2; consecutive_correct_rate: 0.5893
wujy562,n_items: 57; accuracy: 0.8070; avg_rt: 15.9540; var_rt: 540.0480; rt_cv: 1.4566; longest_correct_streak: 15; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6786
hamu369,n_items: 57; accuracy: 0.8421; avg_rt: 23.0079; var_rt: 707.7240; rt_cv: 1.1563; longest_correct_streak: 25; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
nape687,n_items: 57; accuracy: 0.2982; avg_rt: 20.1183; var_rt: 341.3169; rt_cv: 0.9183; longest_correct_streak: 8; longest_incorrect_streak: 11; consecutive_correct_rate: 0.1786
gevi782,n_items: 57; accuracy: 0.7368; avg_rt: 22.0961; var_rt: 385.3269; rt_cv: 0.8884; longest_correct_streak: 22; longest_incorrect_streak: 8; consecutive_correct_rate: 0.6071
qoha890,n_items: 57; accuracy: 0.9474; avg_rt: 13.1815; var_rt: 117.0858; rt_cv: 0.8209; longest_correct_streak: 30; longest_incorrect_streak: 2; consecutive_correct_rate: 0.9286
fili803,n_items: 57; accuracy: 0.8596; avg_rt: 14.2876; var_rt: 111.5791; rt_cv: 0.7393; longest_correct_streak: 34; longest_incorrect_streak: 3; consecutive_correct_rate: 0.8036
puce552,n_items: 57; accuracy: 0.5439; avg_rt: 18.9675; var_rt: 48.4548; rt_cv: 0.3670; longest_correct_streak: 7; longest_incorrect_streak: 6; consecutive_correct_rate: 0.3214
buny935,n_items: 57; accuracy: 0.7544; avg_rt: 13.1127; var_rt: 116.8508; rt_cv: 0.8244; longest_correct_streak: 21; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6429
pimi228,n_items: 57; accuracy: 0.6667; avg_rt: 16.7058; var_rt: 434.1276; rt_cv: 1.2472; longest_correct_streak: 10; longest_incorrect_streak: 3; consecutive_correct_rate: 0.4643
kyjo289,n_items: 57; accuracy: 0.7719; avg_rt: 21.4105; var_rt: 208.2319; rt_cv: 0.6740; longest_correct_streak: 20; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
bepo134,n_items: 57; accuracy: 0.7895; avg_rt: 15.3347; var_rt: 99.1480; rt_cv: 0.6493; longest_correct_streak: 27; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6964
kise589,n_items: 57; accuracy: 0.7895; avg_rt: 21.9458; var_rt: 320.3492; rt_cv: 0.8156; longest_correct_streak: 24; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6964
remi231,n_items: 57; accuracy: 0.6667; avg_rt: 19.4586; var_rt: 287.7558; rt_cv: 0.8718; longest_correct_streak: 10; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4643
qyjo579,n_items: 57; accuracy: 0.7544; avg_rt: 16.3193; var_rt: 560.3464; rt_cv: 1.4505; longest_correct_streak: 9; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5893
cyhu257,n_items: 57; accuracy: 0.5439; avg_rt: 16.1713; var_rt: 69.9937; rt_cv: 0.5174; longest_correct_streak: 12; longest_incorrect_streak: 8; consecutive_correct_rate: 0.3929
diha837,n_items: 57; accuracy: 0.7544; avg_rt: 14.3316; var_rt: 207.8757; rt_cv: 1.0060; longest_correct_streak: 13; longest_incorrect_streak: 2; consecutive_correct_rate: 0.5536
ware232,n_items: 57; accuracy: 0.8947; avg_rt: 20.0194; var_rt: 381.3862; rt_cv: 0.9755; longest_correct_streak: 29; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
hyge979,n_items: 57; accuracy: 0.8070; avg_rt: 17.8395; var_rt: 541.0731; rt_cv: 1.3039; longest_correct_streak: 16; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6607
biqe951,n_items: 57; accuracy: 0.7544; avg_rt: 15.2138; var_rt: 107.6009; rt_cv: 0.6818; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6250
jide437,n_items: 57; accuracy: 0.8947; avg_rt: 17.2927; var_rt: 234.2262; rt_cv: 0.8850; longest_correct_streak: 20; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8036
zipu412,n_items: 57; accuracy: 0.7895; avg_rt: 11.9804; var_rt: 120.5138; rt_cv: 0.9163; longest_correct_streak: 18; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
vate767,n_items: 57; accuracy: 0.7895; avg_rt: 14.0777; var_rt: 187.3720; rt_cv: 0.9723; longest_correct_streak: 20; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6429
mefy253,n_items: 57; accuracy: 0.8070; avg_rt: 22.3092; var_rt: 488.1013; rt_cv: 0.9903; longest_correct_streak: 17; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7321
qafe413,n_items: 57; accuracy: 0.5965; avg_rt: 13.7495; var_rt: 82.5093; rt_cv: 0.6606; longest_correct_streak: 8; longest_incorrect_streak: 5; consecutive_correct_rate: 0.4107
lota555,n_items: 57; accuracy: 0.2807; avg_rt: 12.9012; var_rt: 92.5525; rt_cv: 0.7457; longest_correct_streak: 3; longest_incorrect_streak: 14; consecutive_correct_rate: 0.1250
mecu237,n_items: 57; accuracy: 0.7544; avg_rt: 18.8069; var_rt: 479.8734; rt_cv: 1.1648; longest_correct_streak: 16; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
cidy099,n_items: 57; accuracy: 0.8772; avg_rt: 13.1058; var_rt: 119.8123; rt_cv: 0.8352; longest_correct_streak: 24; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7857
xoba600,n_items: 57; accuracy: 0.8246; avg_rt: 14.4371; var_rt: 416.0078; rt_cv: 1.4128; longest_correct_streak: 16; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7500
joce161,n_items: 57; accuracy: 0.2982; avg_rt: 5.1163; var_rt: 6.4714; rt_cv: 0.4972; longest_correct_streak: 3; longest_incorrect_streak: 10; consecutive_correct_rate: 0.1429
kywu572,n_items: 57; accuracy: 0.8596; avg_rt: 13.3350; var_rt: 139.1107; rt_cv: 0.8845; longest_correct_streak: 33; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7679
jefi901,n_items: 57; accuracy: 0.8421; avg_rt: 11.8678; var_rt: 142.8993; rt_cv: 1.0073; longest_correct_streak: 16; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
mari840,n_items: 57; accuracy: 0.7544; avg_rt: 19.3676; var_rt: 768.6188; rt_cv: 1.4315; longest_correct_streak: 25; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6429
nypy058,n_items: 57; accuracy: 0.6140; avg_rt: 13.3108; var_rt: 75.7011; rt_cv: 0.6537; longest_correct_streak: 12; longest_incorrect_streak: 12; consecutive_correct_rate: 0.5179
rino885,n_items: 57; accuracy: 0.7719; avg_rt: 10.7407; var_rt: 83.0557; rt_cv: 0.8485; longest_correct_streak: 22; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6429
maju644,n_items: 57; accuracy: 0.5789; avg_rt: 10.9501; var_rt: 163.3549; rt_cv: 1.1672; longest_correct_streak: 11; longest_incorrect_streak: 13; consecutive_correct_rate: 0.4821
qosy291,n_items: 57; accuracy: 0.7719; avg_rt: 10.4539; var_rt: 66.7604; rt_cv: 0.7816; longest_correct_streak: 13; longest_incorrect_streak: 2; consecutive_correct_rate: 0.6250
posy537,n_items: 57; accuracy: 0.8596; avg_rt: 11.4323; var_rt: 113.6335; rt_cv: 0.9324; longest_correct_streak: 23; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
xoki390,n_items: 57; accuracy: 0.5614; avg_rt: 14.6227; var_rt: 295.0488; rt_cv: 1.1747; longest_correct_streak: 9; longest_incorrect_streak: 6; consecutive_correct_rate: 0.3929
fagi164,n_items: 57; accuracy: 0.5965; avg_rt: 18.1032; var_rt: 119.1534; rt_cv: 0.6030; longest_correct_streak: 5; longest_incorrect_streak: 5; consecutive_correct_rate: 0.3929
zozy719,n_items: 57; accuracy: 0.7895; avg_rt: 18.0707; var_rt: 176.2431; rt_cv: 0.7347; longest_correct_streak: 27; longest_incorrect_streak: 5; consecutive_correct_rate: 0.7143
bopa107,n_items: 57; accuracy: 0.7895; avg_rt: 10.1774; var_rt: 26.8054; rt_cv: 0.5087; longest_correct_streak: 31; longest_incorrect_streak: 5; consecutive_correct_rate: 0.7143
jyly989,n_items: 57; accuracy: 0.6667; avg_rt: 8.7770; var_rt: 70.3841; rt_cv: 0.9558; longest_correct_streak: 11; longest_incorrect_streak: 3; consecutive_correct_rate: 0.4821
togu404,n_items: 57; accuracy: 0.7719; avg_rt: 18.2223; var_rt: 132.5725; rt_cv: 0.6319; longest_correct_streak: 18; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6429
gosa272,n_items: 57; accuracy: 0.6316; avg_rt: 14.7563; var_rt: 267.5690; rt_cv: 1.1085; longest_correct_streak: 15; longest_incorrect_streak: 7; consecutive_correct_rate: 0.4643
fovo989,n_items: 57; accuracy: 0.8421; avg_rt: 14.4261; var_rt: 244.3850; rt_cv: 1.0837; longest_correct_streak: 17; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7500
sira606,n_items: 57; accuracy: 0.7193; avg_rt: 14.7559; var_rt: 135.9307; rt_cv: 0.7901; longest_correct_streak: 18; longest_incorrect_streak: 6; consecutive_correct_rate: 0.6607
loby351,n_items: 57; accuracy: 0.7193; avg_rt: 16.7384; var_rt: 159.2972; rt_cv: 0.7540; longest_correct_streak: 17; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6250
fike806,n_items: 57; accuracy: 0.7368; avg_rt: 11.0070; var_rt: 113.8638; rt_cv: 0.9694; longest_correct_streak: 22; longest_incorrect_streak: 8; consecutive_correct_rate: 0.6250
fafe171,n_items: 57; accuracy: 0.4561; avg_rt: 22.2068; var_rt: 433.7071; rt_cv: 0.9378; longest_correct_streak: 6; longest_incorrect_streak: 15; consecutive_correct_rate: 0.2500
zyvo780,n_items: 57; accuracy: 0.8246; avg_rt: 16.2695; var_rt: 128.5621; rt_cv: 0.6969; longest_correct_streak: 21; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7143
xune455,n_items: 57; accuracy: 0.7368; avg_rt: 14.1720; var_rt: 246.3506; rt_cv: 1.1075; longest_correct_streak: 15; longest_incorrect_streak: 5; consecutive_correct_rate: 0.6071
vamu972,n_items: 57; accuracy: 0.8596; avg_rt: 14.4392; var_rt: 328.7931; rt_cv: 1.2558; longest_correct_streak: 24; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7857
suzo040,n_items: 57; accuracy: 0.6842; avg_rt: 23.6451; var_rt: 1223.2187; rt_cv: 1.4791; longest_correct_streak: 12; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5000
wype120,n_items: 57; accuracy: 0.6667; avg_rt: 14.0112; var_rt: 296.2780; rt_cv: 1.2285; longest_correct_streak: 17; longest_incorrect_streak: 12; consecutive_correct_rate: 0.5714
jicu869,n_items: 57; accuracy: 0.6491; avg_rt: 16.2846; var_rt: 145.5937; rt_cv: 0.7410; longest_correct_streak: 14; longest_incorrect_streak: 7; consecutive_correct_rate: 0.5000
wero373,n_items: 57; accuracy: 0.8070; avg_rt: 15.0891; var_rt: 144.4213; rt_cv: 0.7964; longest_correct_streak: 15; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6964
juqo313,n_items: 57; accuracy: 0.8246; avg_rt: 11.3661; var_rt: 78.1822; rt_cv: 0.7779; longest_correct_streak: 29; longest_incorrect_streak: 4; consecutive_correct_rate: 0.7500
vexo008,n_items: 57; accuracy: 0.5439; avg_rt: 20.6504; var_rt: 398.1771; rt_cv: 0.9663; longest_correct_streak: 8; longest_incorrect_streak: 6; consecutive_correct_rate: 0.3571
punu787,n_items: 57; accuracy: 0.4211; avg_rt: 23.8326; var_rt: 297.0981; rt_cv: 0.7232; longest_correct_streak: 8; longest_incorrect_streak: 8; consecutive_correct_rate: 0.2679
tomo782,n_items: 57; accuracy: 0.1579; avg_rt: 16.0581; var_rt: 95.1686; rt_cv: 0.6075; longest_correct_streak: 3; longest_incorrect_streak: 22; consecutive_correct_rate: 0.0536
cupe992,n_items: 57; accuracy: 0.3158; avg_rt: 17.9598; var_rt: 229.4413; rt_cv: 0.8434; longest_correct_streak: 7; longest_incorrect_streak: 11; consecutive_correct_rate: 0.1786
kyjo535,n_items: 57; accuracy: 0.6842; avg_rt: 14.3531; var_rt: 108.6048; rt_cv: 0.7261; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5357
raja244,n_items: 57; accuracy: 0.6667; avg_rt: 15.6334; var_rt: 166.0481; rt_cv: 0.8243; longest_correct_streak: 10; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5357
pino324,n_items: 57; accuracy: 0.7193; avg_rt: 27.5764; var_rt: 954.7246; rt_cv: 1.1205; longest_correct_streak: 15; longest_incorrect_streak: 5; consecutive_correct_rate: 0.5893
qutu379,n_items: 57; accuracy: 0.5088; avg_rt: 14.0429; var_rt: 258.9834; rt_cv: 1.1460; longest_correct_streak: 12; longest_incorrect_streak: 15; consecutive_correct_rate: 0.3571
nolu547,n_items: 57; accuracy: 0.6140; avg_rt: 25.1080; var_rt: 1420.6142; rt_cv: 1.5012; longest_correct_streak: 8; longest_incorrect_streak: 4; consecutive_correct_rate: 0.3750
cape571,n_items: 57; accuracy: 0.3860; avg_rt: 18.5695; var_rt: 120.6976; rt_cv: 0.5916; longest_correct_streak: 6; longest_incorrect_streak: 11; consecutive_correct_rate: 0.2143
coma628,n_items: 57; accuracy: 0.7719; avg_rt: 20.2955; var_rt: 274.2563; rt_cv: 0.8160; longest_correct_streak: 13; longest_incorrect_streak: 3; consecutive_correct_rate: 0.6071
mida684,n_items: 57; accuracy: 0.8772; avg_rt: 12.1311; var_rt: 299.9264; rt_cv: 1.4276; longest_correct_streak: 28; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8036
gaqe214,n_items: 57; accuracy: 0.8246; avg_rt: 8.7758; var_rt: 88.4756; rt_cv: 1.0718; longest_correct_streak: 16; longest_incorrect_streak: 3; consecutive_correct_rate: 0.7143
pufe463,n_items: 57; accuracy: 0.8947; avg_rt: 10.5802; var_rt: 193.8979; rt_cv: 1.3161; longest_correct_streak: 18; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8393
fifa517,n_items: 57; accuracy: 0.8772; avg_rt: 10.3874; var_rt: 110.7429; rt_cv: 1.0131; longest_correct_streak: 17; longest_incorrect_streak: 1; consecutive_correct_rate: 0.7679
wuzy577,n_items: 57; accuracy: 0.9474; avg_rt: 9.1053; var_rt: 109.9185; rt_cv: 1.1514; longest_correct_streak: 33; longest_incorrect_streak: 1; consecutive_correct_rate: 0.9107
sire515,n_items: 57; accuracy: 0.8947; avg_rt: 10.0893; var_rt: 172.5682; rt_cv: 1.3020; longest_correct_streak: 25; longest_incorrect_streak: 2; consecutive_correct_rate: 0.8393
xyhi085,n_items: 57; accuracy: 0.8772; avg_rt: 10.2584; var_rt: 79.6436; rt_cv: 0.8700; longest_correct_streak: 28; longest_incorrect_streak: 4; consecutive_correct_rate: 0.8036
nexy906,n_items: 57; accuracy: 0.8596; avg_rt: 9.3843; var_rt: 106.3770; rt_cv: 1.0991; longest_correct_streak: 20; longest_incorrect_streak: 2; consecutive_correct_rate: 0.7500
pyzi618,n_items: 57; accuracy: 0.9474; avg_rt: 13.4594; var_rt: 414.7927; rt_cv: 1.5132; longest_correct_streak: 28; longest_incorrect_streak: 1; consecutive_correct_rate: 0.8929
muku118,n_items: 57; accuracy: 0.7544; avg_rt: 13.2750; var_rt: 124.6402; rt_cv: 0.8410; longest_correct_streak: 15; longest_incorrect_streak: 4; consecutive_correct_rate: 0.6429
kewi488,n_items: 57; accuracy: 0.7018; avg_rt: 11.9430; var_rt: 116.1779; rt_cv: 0.9025; longest_correct_streak: 11; longest_incorrect_streak: 4; consecutive_correct_rate: 0.5536
xafu780,n_items: 57; accuracy: 0.2807; avg_rt: 9.1949; var_rt: 87.0635; rt_cv: 1.0148; longest_correct_streak: 3; longest_incorrect_streak: 8; consecutive_correct_rate: 0.0893
wowy820,n_items: 57; accuracy: 0.3333; avg_rt: 20.2377; var_rt: 319.0116; rt_cv: 0.8826; longest_correct_streak: 7; longest_incorrect_streak: 23; consecutive_correct_rate: 0.2143
ryzo168,n_items: 57; accuracy: 0.7368; avg_rt: 14.7082; var_rt: 156.0025; rt_cv: 0.8492; longest_correct_streak: 16; longest_incorrect_streak: 3; consecutive_correct_rate: 0.5536
xavy753,n_items: 57; accuracy: 0.2632; avg_rt: 19.7901; var_rt: 418.0876; rt_cv: 1.0332; longest_correct_streak: 4; longest_incorrect_streak: 19; consecutive_correct_rate: 0.1607
deje129,n_items: 57; accuracy: 0.2982; avg_rt: 22.6197; var_rt: 327.9579; rt_cv: 0.8006; longest_correct_streak: 6; longest_incorrect_streak: 14; consecutive_correct_rate: 0.1607
